Дата;Регион;Значение;REGION
2020-10-21;Мордовия;76.0;Мордовия
2020-10-21;Нижегородская область;77.0;Нижегородская обл.
2020-10-21;Пензенская область;82.0;Пензенская обл.
2020-10-21;Республика Марий Эл;78.0;Марий Эл
2020-10-21;Республика Татарстан;81.0;Татарстан
2020-10-21;Самарская область;81.0;Самарская обл.
2020-10-21;Саратовская область;83.0;Саратовская обл.
2020-10-21;Ульяновская область;72.0;Ульяновская обл.
2020-10-21;Чувашская Республика;87.0;Чувашия
2020-10-22;Мордовия;70.0;Мордовия
2020-10-22;Нижегородская область;77.0;Нижегородская обл.
2020-10-22;Пензенская область;79.0;Пензенская обл.
2020-10-22;Республика Марий Эл;73.0;Марий Эл
2020-10-22;Республика Татарстан;86.0;Татарстан
2020-10-22;Самарская область;83.0;Самарская обл.
2020-10-22;Саратовская область;81.0;Саратовская обл.
2020-10-22;Ульяновская область;68.0;Ульяновская обл.
2020-10-22;Чувашская Республика;87.0;Чувашия
2020-10-23;Мордовия;77.0;Мордовия
2020-10-23;Нижегородская область;81.0;Нижегородская обл.
2020-10-23;Пензенская область;85.0;Пензенская обл.
2020-10-23;Республика Марий Эл;77.0;Марий Эл
2020-10-23;Республика Татарстан;84.0;Татарстан
2020-10-23;Самарская область;88.0;Самарская обл.
2020-10-23;Саратовская область;90.0;Саратовская обл.
2020-10-23;Ульяновская область;69.0;Ульяновская обл.
2020-10-23;Чувашская Республика;87.0;Чувашия
2020-10-24;Мордовия;76.0;Мордовия
2020-10-24;Нижегородская область;79.0;Нижегородская обл.
2020-10-24;Пензенская область;82.0;Пензенская обл.
2020-10-24;Республика Марий Эл;72.0;Марий Эл
2020-10-24;Республика Татарстан;83.0;Татарстан
2020-10-24;Самарская область;84.0;Самарская обл.
2020-10-24;Саратовская область;82.0;Саратовская обл.
2020-10-24;Ульяновская область;77.0;Ульяновская обл.
2020-10-24;Чувашская Республика;81.0;Чувашия
2020-10-25;Мордовия;56.0;Мордовия
2020-10-25;Нижегородская область;63.0;Нижегородская обл.
2020-10-25;Пензенская область;62.0;Пензенская обл.
2020-10-25;Республика Марий Эл;57.0;Марий Эл
2020-10-25;Республика Татарстан;66.0;Татарстан
2020-10-25;Самарская область;63.0;Самарская обл.
2020-10-25;Саратовская область;61.0;Саратовская обл.
2020-10-25;Ульяновская область;55.0;Ульяновская обл.
2020-10-25;Чувашская Республика;67.0;Чувашия
2020-10-26;Мордовия;66.0;Мордовия
2020-10-26;Нижегородская область;73.0;Нижегородская обл.
2020-10-26;Пензенская область;72.0;Пензенская обл.
2020-10-26;Республика Марий Эл;69.0;Марий Эл
2020-10-26;Республика Татарстан;79.0;Татарстан
2020-10-26;Самарская область;80.0;Самарская обл.
2020-10-26;Саратовская область;79.0;Саратовская обл.
2020-10-26;Ульяновская область;62.0;Ульяновская обл.
2020-10-26;Чувашская Республика;83.0;Чувашия
2020-10-27;Мордовия;66.0;Мордовия
2020-10-27;Нижегородская область;75.0;Нижегородская обл.
2020-10-27;Пензенская область;75.0;Пензенская обл.
2020-10-27;Республика Марий Эл;69.0;Марий Эл
2020-10-27;Республика Татарстан;80.0;Татарстан
2020-10-27;Самарская область;81.0;Самарская обл.
2020-10-27;Саратовская область;79.0;Саратовская обл.
2020-10-27;Ульяновская область;68.0;Ульяновская обл.
2020-10-27;Чувашская Республика;81.0;Чувашия
2020-10-28;Мордовия;70.0;Мордовия
2020-10-28;Нижегородская область;73.0;Нижегородская обл.
2020-10-28;Пензенская область;76.0;Пензенская обл.
2020-10-28;Республика Марий Эл;69.0;Марий Эл
