YEAR;MONTH;DAY;TEMP;VISIB
2018;1;22;19.063390313390315;7.025375118708453
2018;1;23;15.820415140415141;5.796608329941664
2018;1;24;13.412956179622846;5.530096323429657
2018;1;25;11.036087369420706;8.079572649572649
2018;1;26;7.830473477140144;25.558765432098763
2018;1;27;4.432695699362366;10.440876407543074
2018;1;28;7.144770044770046;8.283657576990912
2018;1;29;9.072134038800705;24.848177994844665
2018;1;30;13.9349124949125;23.719834486501156
2018;1;31;10.788951295617963;18.48066748066748
2018;2;1;7.754723918057252;7.96297788631122
2018;2;2;8.20717270383937;8.942052638719305
2018;2;3;19.94282458282458;7.679818206484872
2018;2;4;27.969065255731923;5.9233753900420565
2018;2;5;24.895421245421247;4.380763804097137
2018;2;6;15.259004205670871;8.276084656084656
2018;2;7;17.21041107041107;8.668171211504545
2018;2;8;17.084394247727584;21.22046126712793
2018;2;9;12.68650386650387;21.813637226970563
2018;2;10;11.455083435083436;30.63548229548229
2018;2;11;11.159674399674403;18.296505223171895
2018;2;12;9.96876678876679;8.602243928910596
2018;2;13;9.030377153710486;8.114301994301995
2018;2;14;5.104580111246778;20.85199294532628
2018;2;15;5.201603581603582;8.542694342694343
2018;2;16;10.898928232261564;21.70336725003392
2018;2;17;15.24172568172568;21.951382444715783
2018;2;18;16.559785646452312;20.16559218559219
2018;2;19;17.902999592999592;6.895733279066613
2018;2;20;18.370961877628545;7.092026862026863
2018;2;21;12.113994030660695;8.410002713336047
2018;2;22;2.7971211504544837;18.557845611178948
2018;2;23;-0.45654863654863653;62.50657983991318
2018;2;24;-0.2121123321123322;9.656632749966086
2018;2;25;1.664156830823498;9.32860805860806
2018;2;26;0.794715778049111;45.69726360059693
2018;2;27;-0.4181807081807083;63.238323158323155
2018;2;28;-1.5705508072174739;96.29813458146792
2018;3;1;-0.06368064034730726;71.79059829059828
2018;3;2;1.8181874915208245;84.00733279066611
2018;3;3;4.866616469949803;75.05237281237281
2018;3;4;13.615174331840997;5.723827160493826
2018;3;5;17.837342287342285;6.519679826346493
2018;3;6;9.750953737620403;22.56854429521096
2018;3;7;8.880450413783747;71.94102699769365
2018;3;8;12.863618233618233;45.99607922941257
2018;3;9;11.033378103378105;88.15490842490841
2018;3;10;9.305830959164291;84.7802726902727
2018;3;11;6.424812101478768;96.74129019129019
2018;3;12;5.974015737349069;96.56773029439698
2018;3;13;11.642874779541447;63.23138244471578
2018;3;14;16.40477818477818;39.28978157644825
2018;3;15;20.476817256817256;7.695584045584045
2018;3;16;23.462550535883867;6.5026794193460855
