;YEAR;MONTH;DAY;E_USE_FACT;E_USE_PLAN;GEN_FACT;GEN_PLAN
419;2018;11;07;44042.23611111111;44226.98611111111;45414.76388888889;45533.88888888889
480;2018;11;08;44297.291666666664;44463.194444444445;45820.916666666664;45809.958333333336
541;2018;11;09;44740.291666666664;44911.84722222222;46316.041666666664;46286.48611111111
602;2018;11;10;43985.819444444445;44118.319444444445;45570.5;45507.069444444445
663;2018;11;11;43830.09722222222;44003.5;45516.458333333336;45545.375
724;2018;11;12;46329.38888888889;46415.40277777778;47935.98611111111;47726.208333333336
785;2018;11;13;46760.583333333336;46895.51388888889;48302.0;48217.75
846;2018;11;14;46796.333333333336;46967.97222222222;48275.625;48317.083333333336
907;2018;11;15;46694.01388888889;46902.166666666664;48150.375;48152.625
968;2018;11;16;46771.88888888889;46905.194444444445;48108.76388888889;48110.02777777778
1029;2018;11;17;45441.22222222222;45651.666666666664;46829.833333333336;46755.875
1090;2018;11;18;44701.375;44942.65277777778;46214.34722222222;46289.444444444445
1151;2018;11;19;46581.180555555555;46803.59722222222;47938.416666666664;47981.791666666664
1212;2018;11;20;46598.15277777778;46852.791666666664;47944.26388888889;48051.944444444445
1273;2018;11;21;46578.76388888889;46783.72222222222;47844.38888888889;48009.694444444445
1334;2018;11;22;46763.819444444445;46904.09722222222;48184.22222222222;48292.680555555555
1395;2018;11;23;47077.319444444445;47163.63888888889;48532.083333333336;48571.333333333336
1456;2018;11;24;45904.180555555555;46040.59722222222;47676.86111111111;47560.22222222222
1517;2018;11;25;45069.38888888889;45316.59722222222;46827.40277777778;46863.541666666664
1578;2018;11;26;47301.36111111111;47432.76388888889;48877.76388888889;48831.98611111111
1639;2018;11;27;47661.319444444445;47788.569444444445;49202.23611111111;49233.930555555555
1700;2018;11;28;47899.930555555555;48031.77777777778;49293.694444444445;49386.11111111111
1757;2018;11;29;48359.90277777778;48479.319444444445;49847.98611111111;49957.916666666664
1812;2018;11;30;48582.63888888889;48736.27777777778;50087.40277777778;50198.583333333336
59;2018;12;01;47094.666666666664;47374.34722222222;48938.194444444445;49090.63888888889
120;2018;12;02;46413.0;46656.166666666664;48183.375;48316.40277777778
181;2018;12;03;48336.805555555555;48617.59722222222;49847.09722222222;50083.01388888889
242;2018;12;04;48384.791666666664;48656.34722222222;49837.51388888889;50091.40277777778
303;2018;12;05;48352.208333333336;48594.805555555555;49781.805555555555;50010.47222222222
364;2018;12;06;48343.25;48571.083333333336;49811.90277777778;50033.13888888889
425;2018;12;07;48437.47222222222;48654.02777777778;49993.694444444445;50107.47222222222
486;2018;12;08;46926.666666666664;47207.36111111111;48641.63888888889;48730.13888888889
547;2018;12;09;46194.180555555555;46510.98611111111;47963.444444444445;48243.083333333336
608;2018;12;10;48022.61111111111;48324.166666666664;49617.805555555555;49773.583333333336
669;2018;12;11;48015.680555555555;48288.73611111111;49468.069444444445;49743.97222222222
730;2018;12;12;47852.041666666664;48180.27777777778;49328.930555555555;49717.52777777778
791;2018;12;13;47718.819444444445;48029.0;49189.791666666664;49525.583333333336
852;2018;12;14;47809.944444444445;48079.875;49497.680555555555;49582.541666666664
913;2018;12;15;46607.38888888889;46916.180555555555;48539.26388888889;48619.708333333336
974;2018;12;16;46463.319444444445;46711.02777777778;48229.166666666664;48442.61111111111
1035;2018;12;17;48993.375;49247.76388888889;50646.666666666664;50812.791666666664
1096;2018;12;18;49199.76388888889;49438.75;50895.02777777778;51073.02777777778
1157;2018;12;19;49265.375;49488.208333333336;51021.02777777778;51169.194444444445
1218;2018;12;20;49583.40277777778;49765.069444444445;51211.694444444445;51390.194444444445
1279;2018;12;21;49804.083333333336;49963.15277777778;51492.930555555555;51589.51388888889
1340;2018;12;22;48220.72222222222;48415.375;50259.77777777778;50380.77777777778
1401;2018;12;23;47462.208333333336;47679.5;49749.40277777778;49895.666666666664
1462;2018;12;24;49520.666666666664;49717.944444444445;51504.125;51683.666666666664
1523;2018;12;25;49680.041666666664;49855.416666666664;51630.180555555555;51752.73611111111
1584;2018;12;26;49712.77777777778;49891.430555555555;51515.02777777778;51702.59722222222
1645;2018;12;27;49420.944444444445;49622.48611111111;51206.5;51455.416666666664
1705;2018;12;28;48930.166666666664;49198.0;50901.333333333336;51162.375
1762;2018;12;29;47812.666666666664;48075.208333333336;49915.51388888889;50183.708333333336
1817;2018;12;30;46613.11111111111;46767.84722222222;48996.319444444445;49059.52777777778
1852;2018;12;31;45849.055555555555;46149.72222222222;48415.25;48409.916666666664
3;2019;01;01;43127.291666666664;43302.02777777778;45250.26388888889;45460.194444444445
64;2019;01;02;44005.430555555555;44211.458333333336;46140.333333333336;46244.59722222222
125;2019;01;03;44677.90277777778;44835.375;47010.583333333336;46840.52777777778
186;2019;01;04;45179.208333333336;45389.916666666664;47489.23611111111;47445.15277777778
247;2019;01;05;45479.47222222222;45679.791666666664;47836.36111111111;47780.88888888889
308;2019;01;06;45412.458333333336;45589.083333333336;47756.583333333336;47837.069444444445
369;2019;01;07;45366.76388888889;45557.166666666664;47664.375;47725.76388888889
430;2019;01;08;46212.72222222222;46391.916666666664;48516.13888888889;48465.319444444445
491;2019;01;09;48125.208333333336;48415.805555555555;50196.26388888889;50276.291666666664
552;2019;01;10;48487.791666666664;48749.51388888889;50516.72222222222;50669.875
613;2019;01;11;48650.569444444445;48865.069444444445;50747.27777777778;50753.02777777778
674;2019;01;12;47088.069444444445;47319.09722222222;49342.208333333336;49427.77777777778
735;2019;01;13;46165.40277777778;46406.375;48274.958333333336;48327.680555555555
796;2019;01;14;47826.90277777778;48150.77777777778;49673.15277777778;49863.77777777778
857;2019;01;15;47650.930555555555;47963.833333333336;49526.958333333336;49635.541666666664
918;2019;01;16;47754.88888888889;48054.86111111111;49733.38888888889;49709.208333333336
979;2019;01;17;47930.916666666664;48169.291666666664;49996.11111111111;49925.430555555555
1040;2019;01;18;47738.694444444445;47973.98611111111;49658.194444444445;49658.51388888889
1101;2019;01;19;46054.555555555555;46385.944444444445;48298.041666666664;48347.305555555555
1162;2019;01;20;45870.97222222222;46125.02777777778;48191.875;48243.47222222222
1223;2019;01;21;47974.625;48271.90277777778;49887.791666666664;50012.375
1284;2019;01;22;48517.694444444445;48788.805555555555;50531.23611111111;50648.791666666664
1345;2019;01;23;49425.666666666664;49655.51388888889;51353.819444444445;51445.27777777778
1406;2019;01;24;49561.11111111111;49838.36111111111;51384.48611111111;51554.90277777778
1467;2019;01;25;49412.819444444445;49709.458333333336;51478.11111111111;51599.569444444445
1528;2019;01;26;48104.833333333336;48361.76388888889;50354.791666666664;50452.86111111111
1589;2019;01;27;47236.666666666664;47518.291666666664;49611.36111111111;49688.22222222222
1650;2019;01;28;49157.02777777778;49440.208333333336;51034.86111111111;51214.77777777778
1710;2019;01;29;48789.26388888889;49137.02777777778;50643.430555555555;50913.51388888889
1767;2019;01;30;48563.61111111111;48841.875;50367.73611111111;50624.11111111111
1822;2019;01;31;48443.5;48703.76388888889;50214.180555555555;50405.208333333336
8;2019;02;01;48460.180555555555;48741.305555555555;50275.22222222222;50557.444444444445
69;2019;02;02;47246.40277777778;47431.041666666664;49379.34722222222;49512.055555555555
130;2019;02;03;46634.84722222222;46841.01388888889;48739.083333333336;48900.47222222222
191;2019;02;04;48590.569444444445;48797.166666666664;50440.958333333336;50606.069444444445
252;2019;02;05;48801.51388888889;48998.84722222222;50674.833333333336;50730.0
313;2019;02;06;49011.76388888889;49217.291666666664;50890.72222222222;50931.569444444445
374;2019;02;07;48965.958333333336;49209.430555555555;50820.416666666664;50950.97222222222
435;2019;02;08;48490.625;48859.819444444445;50553.194444444445;50727.65277777778
496;2019;02;09;46972.65277777778;47282.63888888889;49283.930555555555;49391.541666666664
557;2019;02;10;46274.23611111111;46493.59722222222;48566.708333333336;48499.083333333336
618;2019;02;11;48097.708333333336;48333.22222222222;49926.625;50022.416666666664
679;2019;02;12;47894.194444444445;48188.555555555555;49763.680555555555;49926.680555555555
740;2019;02;13;47739.75;47976.23611111111;49603.23611111111;49714.708333333336
801;2019;02;14;47445.305555555555;47701.09722222222;49342.208333333336;49461.694444444445
862;2019;02;15;47274.916666666664;47478.84722222222;49215.708333333336;49312.194444444445
923;2019;02;16;45494.0;45776.458333333336;47782.583333333336;47925.86111111111
984;2019;02;17;44770.958333333336;45050.055555555555;47087.291666666664;47210.01388888889
1045;2019;02;18;46581.180555555555;46846.305555555555;48538.63888888889;48677.083333333336
1106;2019;02;19;46753.291666666664;47099.083333333336;48601.041666666664;48925.430555555555
1167;2019;02;20;46823.444444444445;47027.416666666664;48654.27777777778;48788.680555555555
1228;2019;02;21;46915.583333333336;47057.819444444445;48686.666666666664;48664.47222222222
1289;2019;02;22;46854.666666666664;47088.76388888889;48797.25;48914.958333333336
1350;2019;02;23;45226.375;45468.02777777778;47662.61111111111;47637.5
1411;2019;02;24;44906.041666666664;45171.73611111111;46271.194444444445;46401.90277777778
1472;2019;02;25;46754.958333333336;46936.84722222222;47697.625;47729.569444444445
1533;2019;02;26;46554.13888888889;46801.555555555555;47439.98611111111;47509.555555555555
1594;2019;02;27;46571.77777777778;46793.319444444445;47380.208333333336;47604.86111111111
1655;2019;02;28;46349.48611111111;46594.944444444445;46834.88888888889;47103.930555555555
13;2019;03;01;46047.930555555555;46273.48611111111;46535.055555555555;46681.708333333336
74;2019;03;02;44789.76388888889;45033.125;45931.319444444445;45938.916666666664
135;2019;03;03;44475.833333333336;44720.444444444445;45659.208333333336;45566.708333333336
196;2019;03;04;45942.36111111111;46273.5;46726.59722222222;46806.333333333336
257;2019;03;05;45610.52777777778;45911.875;46320.875;46405.666666666664
318;2019;03;06;45724.75;45921.916666666664;46203.555555555555;46348.11111111111
379;2019;03;07;45427.88888888889;45674.52777777778;46056.694444444445;46288.069444444445
440;2019;03;08;43294.569444444445;43625.36111111111;44314.77777777778;44531.791666666664
501;2019;03;09;43115.73611111111;43343.23611111111;44138.38888888889;44138.625
562;2019;03;10;42968.444444444445;43188.569444444445;44066.125;43863.944444444445
623;2019;03;11;44864.11111111111;45094.47222222222;45330.569444444445;45329.65277777778
684;2019;03;12;44752.40277777778;45010.0;45150.680555555555;45295.680555555555
745;2019;03;13;44801.444444444445;45085.15277777778;45357.90277777778;45459.416666666664
806;2019;03;14;44897.319444444445;45173.625;45462.5;45550.208333333336
867;2019;03;15;44903.27777777778;45112.90277777778;45488.208333333336;45642.65277777778
928;2019;03;16;43653.291666666664;43889.416666666664;44586.083333333336;44554.069444444445
989;2019;03;17;42969.63888888889;43244.875;44054.73611111111;43974.59722222222
1050;2019;03;18;44511.680555555555;44762.958333333336;45014.069444444445;45030.09722222222
1111;2019;03;19;44273.444444444445;44566.34722222222;44818.541666666664;44864.694444444445
1172;2019;03;20;44194.569444444445;44409.98611111111;44607.694444444445;44694.180555555555
1233;2019;03;21;44276.23611111111;44470.52777777778;44678.916666666664;44793.666666666664
1294;2019;03;22;44296.02777777778;44508.77777777778;44603.819444444445;44851.13888888889
1355;2019;03;23;42920.375;43157.77777777778;43586.38888888889;43747.305555555555
1416;2019;03;24;42415.569444444445;42654.11111111111;43109.819444444445;43227.72222222222
1477;2019;03;25;43929.47222222222;44102.305555555555;44199.930555555555;44384.59722222222
1538;2019;03;26;43876.86111111111;44094.13888888889;44236.88888888889;44382.416666666664
1599;2019;03;27;43883.166666666664;44128.59722222222;44300.47222222222;44439.88888888889
1660;2019;03;28;43868.61111111111;44133.444444444445;44473.291666666664;44601.805555555555
1717;2019;03;29;43729.708333333336;43968.27777777778;44330.86111111111;44376.833333333336
1772;2019;03;30;42331.36111111111;42583.555555555555;43205.833333333336;43225.805555555555
1827;2019;03;31;41333.041666666664;41593.625;42191.125;42354.72222222222
18;2019;04;01;42727.708333333336;43024.958333333336;43109.055555555555;43353.15277777778
79;2019;04;02;42653.76388888889;42906.083333333336;42990.09722222222;43190.40277777778
140;2019;04;03;42880.680555555555;43072.0;43285.01388888889;43279.98611111111
201;2019;04;04;42749.27777777778;42913.47222222222;43123.15277777778;43245.65277777778
262;2019;04;05;42756.88888888889;42904.625;43104.694444444445;43243.444444444445
323;2019;04;06;41407.625;41629.90277777778;42216.61111111111;42254.90277777778
384;2019;04;07;40583.01388888889;40825.90277777778;41358.47222222222;41473.84722222222
445;2019;04;08;42255.51388888889;42499.11111111111;42681.0;42785.708333333336
506;2019;04;09;41692.36111111111;42011.069444444445;42111.59722222222;42312.819444444445
567;2019;04;10;41553.36111111111;41814.125;42043.416666666664;42247.88888888889
628;2019;04;11;41323.791666666664;41574.305555555555;41825.22222222222;42092.59722222222
689;2019;04;12;41377.26388888889;41559.73611111111;41920.194444444445;42112.194444444445
750;2019;04;13;40463.680555555555;40619.02777777778;41426.069444444445;41527.430555555555
811;2019;04;14;40211.430555555555;40347.5;41313.0;41452.916666666664
872;2019;04;15;41760.694444444445;41969.805555555555;42465.069444444445;42615.36111111111
933;2019;04;16;41553.90277777778;41757.72222222222;42172.34722222222;42312.694444444445
994;2019;04;17;41801.694444444445;41937.333333333336;42347.625;42424.930555555555
1055;2019;04;18;41914.819444444445;42082.5;42412.069444444445;42628.416666666664
1116;2019;04;19;41852.416666666664;42005.47222222222;42386.61111111111;42479.833333333336
1177;2019;04;20;40500.84722222222;40653.09722222222;41678.083333333336;41540.26388888889
1238;2019;04;21;39507.40277777778;39649.23611111111;40564.09722222222;40639.76388888889
1299;2019;04;22;40837.944444444445;41032.208333333336;41660.069444444445;41693.305555555555
1360;2019;04;23;40489.88888888889;40693.23611111111;41172.22222222222;41224.63888888889
1421;2019;04;24;40230.25;40393.61111111111;40829.041666666664;40910.569444444445
1482;2019;04;25;40016.333333333336;40152.291666666664;40619.041666666664;40594.069444444445
1543;2019;04;26;39728.63888888889;39901.680555555555;40379.708333333336;40442.59722222222
1604;2019;04;27;38687.375;38819.416666666664;39875.555555555555;39709.375
1665;2019;04;28;37388.11111111111;37610.75;38291.333333333336;38431.38888888889
1722;2019;04;29;39541.38888888889;39735.26388888889;39967.61111111111;40114.40277777778
1777;2019;04;30;39117.40277777778;39312.583333333336;39728.833333333336;39796.125
23;2019;05;01;37370.819444444445;37516.805555555555;38256.916666666664;38150.77777777778
84;2019;05;02;37790.958333333336;37925.11111111111;38345.833333333336;38262.444444444445
145;2019;05;03;37956.40277777778;38085.041666666664;38737.916666666664;38626.27777777778
206;2019;05;04;37601.625;37817.875;38640.11111111111;38518.40277777778
267;2019;05;05;37072.36111111111;37310.416666666664;38169.90277777778;38224.416666666664
328;2019;05;06;38013.041666666664;38279.22222222222;38659.208333333336;38845.25
389;2019;05;07;37612.125;37745.34722222222;38164.34722222222;38349.944444444445
450;2019;05;08;37430.73611111111;37595.194444444445;37996.916666666664;38183.291666666664
511;2019;05;09;35903.291666666664;36115.97222222222;36843.708333333336;36835.333333333336
572;2019;05;10;36286.47222222222;36440.76388888889;37425.26388888889;37346.90277777778
633;2019;05;11;36354.98611111111;36496.86111111111;37434.444444444445;37427.38888888889
694;2019;05;12;36268.01388888889;36457.069444444445;37359.055555555555;37329.944444444445
755;2019;05;13;38042.055555555555;38202.38888888889;38450.47222222222;38437.75
816;2019;05;14;38135.76388888889;38288.34722222222;38697.125;38671.319444444445
877;2019;05;15;38143.51388888889;38346.416666666664;38662.27777777778;38778.25
938;2019;05;16;38094.458333333336;38257.23611111111;38688.47222222222;38744.041666666664
999;2019;05;17;38201.97222222222;38273.48611111111;38624.84722222222;38704.194444444445
1060;2019;05;18;37018.694444444445;37183.13888888889;37867.416666666664;37831.180555555555
1121;2019;05;19;36437.805555555555;36629.88888888889;37256.25;37246.291666666664
1182;2019;05;20;37927.319444444445;38053.805555555555;38089.11111111111;38163.680555555555
1243;2019;05;21;37903.34722222222;38058.416666666664;37928.041666666664;38020.166666666664
1304;2019;05;22;37985.069444444445;38137.541666666664;37839.97222222222;37957.26388888889
1365;2019;05;23;38082.47222222222;38231.86111111111;38041.166666666664;38060.291666666664
1426;2019;05;24;38241.34722222222;38283.180555555555;38228.180555555555;38195.65277777778
1487;2019;05;25;36975.76388888889;37199.48611111111;37551.291666666664;37496.34722222222
1548;2019;05;26;36300.52777777778;36553.819444444445;36854.73611111111;36763.40277777778
1609;2019;05;27;37740.041666666664;37973.069444444445;37934.458333333336;38029.791666666664
1670;2019;05;28;37701.555555555555;37958.291666666664;37854.90277777778;37890.444444444445
1727;2019;05;29;37732.51388888889;37942.819444444445;37705.0;37922.944444444445
1782;2019;05;30;36760.25;38048.40277777778;36491.333333333336;37792.23611111111
1832;2019;05;31;37739.72222222222;37953.25;37657.944444444445;37780.958333333336
28;2019;06;01;36365.63888888889;36621.34722222222;36978.15277777778;37053.930555555555
89;2019;06;02;36066.73611111111;36305.15277777778;36708.555555555555;36583.77777777778
150;2019;06;03;37619.375;37809.97222222222;37875.15277777778;37918.833333333336
211;2019;06;04;37419.01388888889;37606.13888888889;37808.083333333336;37885.26388888889
272;2019;06;05;37658.25;37839.708333333336;37857.77777777778;37984.61111111111
333;2019;06;06;37719.86111111111;37908.75;37785.541666666664;37940.76388888889
394;2019;06;07;37984.819444444445;38068.75;38112.833333333336;38054.708333333336
455;2019;06;08;36553.319444444445;36740.819444444445;36769.555555555555;36765.25
516;2019;06;09;36143.65277777778;36330.791666666664;36287.680555555555;36337.694444444445
577;2019;06;10;38080.875;38211.51388888889;38186.48611111111;38184.73611111111
638;2019;06;11;38123.72222222222;38214.916666666664;38320.51388888889;38223.416666666664
699;2019;06;12;36677.40277777778;36792.819444444445;37190.52777777778;37100.708333333336
760;2019;06;13;37677.930555555555;37831.23611111111;37904.26388888889;37895.59722222222
821;2019;06;14;37762.319444444445;37913.61111111111;37944.73611111111;38056.444444444445
882;2019;06;15;36425.680555555555;36549.15277777778;37091.416666666664;37050.041666666664
943;2019;06;16;35893.38888888889;36039.194444444445;36245.09722222222;36308.666666666664
1004;2019;06;17;37839.194444444445;37985.48611111111;38049.166666666664;38148.583333333336
1065;2019;06;18;38107.680555555555;38244.88888888889;38433.694444444445;38384.708333333336
1126;2019;06;19;38380.375;38455.791666666664;38684.25;38551.15277777778
1187;2019;06;20;38582.86111111111;38745.333333333336;38812.5;38742.26388888889
1248;2019;06;21;38798.11111111111;38925.375;39015.430555555555;38843.97222222222
1309;2019;06;22;37357.069444444445;37499.319444444445;37489.65277777778;37453.97222222222
1370;2019;06;23;36819.25;36984.180555555555;37177.958333333336;37197.833333333336
1431;2019;06;24;38625.98611111111;38762.208333333336;38946.5;39080.76388888889
1492;2019;06;25;38471.11111111111;38677.11111111111;38850.88888888889;39095.48611111111
1553;2019;06;26;38348.0;38513.958333333336;38763.055555555555;38939.40277777778
1614;2019;06;27;38229.791666666664;38350.291666666664;38450.52777777778;38597.708333333336
1675;2019;06;28;38072.63888888889;38230.791666666664;38263.708333333336;38416.61111111111
1732;2019;06;29;36368.180555555555;36538.84722222222;36938.680555555555;37034.430555555555
1787;2019;06;30;35319.819444444445;35503.84722222222;35608.47222222222;35732.5
33;2019;07;01;36738.63888888889;36995.61111111111;37010.541666666664;37169.23611111111
94;2019;07;02;37080.48611111111;37203.38888888889;37137.666666666664;37318.0
155;2019;07;03;37402.319444444445;37512.65277777778;37437.40277777778;37623.65277777778
216;2019;07;04;37429.055555555555;37594.88888888889;37467.22222222222;37685.27777777778
277;2019;07;05;37287.333333333336;37439.791666666664;37524.27777777778;37635.180555555555
338;2019;07;06;36005.40277777778;36209.375;36300.444444444445;36316.805555555555
399;2019;07;07;35548.59722222222;35710.125;35713.77777777778;36018.583333333336
460;2019;07;08;37400.625;37556.47222222222;37602.444444444445;37759.305555555555
521;2019;07;09;37299.305555555555;37490.916666666664;37196.166666666664;37341.569444444445
582;2019;07;10;37176.01388888889;37373.041666666664;37036.166666666664;37171.88888888889
643;2019;07;11;37205.375;37412.52777777778;37184.26388888889;37210.36111111111
704;2019;07;12;37198.458333333336;37406.22222222222;37485.65277777778;37491.63888888889
765;2019;07;13;35877.11111111111;36068.930555555555;36662.38888888889;36432.569444444445
826;2019;07;14;35381.194444444445;35547.055555555555;36194.833333333336;36004.666666666664
887;2019;07;15;36956.305555555555;37180.75;37384.416666666664;37520.180555555555
948;2019;07;16;37049.305555555555;37226.041666666664;37343.805555555555;37450.458333333336
1009;2019;07;17;37297.541666666664;37465.708333333336;37585.194444444445;37623.916666666664
1070;2019;07;18;37515.5;37692.930555555555;37954.819444444445;37881.444444444445
1131;2019;07;19;37587.805555555555;37757.88888888889;38159.583333333336;37954.819444444445
1192;2019;07;20;36394.65277777778;36580.055555555555;37105.09722222222;37013.73611111111
1253;2019;07;21;35859.208333333336;36037.61111111111;36459.319444444445;36423.75
1314;2019;07;22;37481.09722222222;37597.38888888889;37652.38888888889;37592.36111111111
1375;2019;07;23;37617.180555555555;37744.26388888889;37788.375;37792.944444444445
1436;2019;07;24;37710.694444444445;37822.09722222222;38023.73611111111;38004.555555555555
1497;2019;07;25;37648.819444444445;37828.13888888889;38039.555555555555;38159.416666666664
1558;2019;07;26;37668.38888888889;37822.875;38078.930555555555;38170.77777777778
1619;2019;07;27;36449.90277777778;36569.180555555555;36730.25;36726.708333333336
1680;2019;07;28;35985.86111111111;36138.90277777778;36320.48611111111;36358.055555555555
1737;2019;07;29;37423.805555555555;37662.166666666664;37603.77777777778;37857.944444444445
1792;2019;07;30;37636.944444444445;37807.291666666664;37868.805555555555;37988.125
1837;2019;07;31;37813.11111111111;37977.041666666664;38357.23611111111;38346.333333333336
38;2019;08;01;37358.47222222222;37560.01388888889;37823.76388888889;38084.625
99;2019;08;02;37302.166666666664;37427.166666666664;37833.666666666664;37982.61111111111
160;2019;08;03;36153.97222222222;36347.805555555555;36987.958333333336;36929.86111111111
221;2019;08;04;35729.305555555555;35914.791666666664;36479.180555555555;36570.875
282;2019;08;05;37331.77777777778;37511.23611111111;37630.194444444445;37865.77777777778
343;2019;08;06;37297.680555555555;37442.63888888889;37820.180555555555;37899.291666666664
404;2019;08;07;37203.59722222222;37422.36111111111;37604.916666666664;37887.5
465;2019;08;08;37487.59722222222;37615.305555555555;37923.166666666664;38085.291666666664
526;2019;08;09;37706.65277777778;37820.541666666664;38142.916666666664;38262.84722222222
587;2019;08;10;36512.430555555555;36591.125;37371.61111111111;37265.23611111111
648;2019;08;11;35850.48611111111;35972.916666666664;36773.805555555555;36603.72222222222
709;2019;08;12;37656.555555555555;37699.90277777778;38288.944444444445;38179.916666666664
770;2019;08;13;37741.72222222222;37923.63888888889;38084.5;38307.166666666664
831;2019;08;14;37750.26388888889;37949.51388888889;38113.72222222222;38388.63888888889
892;2019;08;15;37971.194444444445;38129.59722222222;38274.72222222222;38514.430555555555
953;2019;08;16;37941.98611111111;38101.22222222222;38149.055555555555;38317.98611111111
1014;2019;08;17;36756.77777777778;36859.51388888889;37581.84722222222;37471.333333333336
1075;2019;08;18;36190.09722222222;36325.40277777778;36914.930555555555;36915.51388888889
1136;2019;08;19;38088.98611111111;38200.166666666664;38431.59722222222;38640.166666666664
1197;2019;08;20;38468.430555555555;38563.90277777778;38922.84722222222;39025.75
1258;2019;08;21;38610.09722222222;38708.02777777778;39122.65277777778;39080.805555555555
1319;2019;08;22;38574.88888888889;38710.13888888889;38993.23611111111;39079.51388888889
1380;2019;08;23;38635.208333333336;38768.73611111111;39245.61111111111;39269.36111111111
1441;2019;08;24;37259.76388888889;37350.0;38271.76388888889;38065.11111111111
1502;2019;08;25;36604.25;36786.416666666664;37614.5;37552.555555555555
1563;2019;08;26;38108.958333333336;38301.73611111111;38630.180555555555;38813.51388888889
1624;2019;08;27;38281.97222222222;38464.194444444445;38727.458333333336;38864.458333333336
1685;2019;08;28;38241.333333333336;38420.48611111111;38715.833333333336;38826.65277777778
1742;2019;08;29;37989.694444444445;38217.27777777778;38424.26388888889;38686.09722222222
1797;2019;08;30;37949.333333333336;38080.02777777778;38326.208333333336;38450.75
1842;2019;08;31;36864.63888888889;36940.083333333336;37769.5;37796.541666666664
43;2019;09;01;36501.34722222222;36590.98611111111;37591.61111111111;37641.125
104;2019;09;02;38043.23611111111;38176.72222222222;38710.708333333336;38979.666666666664
165;2019;09;03;38169.13888888889;38368.430555555555;38706.65277777778;38978.944444444445
226;2019;09;04;38228.25;38415.430555555555;38658.583333333336;38828.0
287;2019;09;05;38342.069444444445;38512.13888888889;38797.444444444445;38890.15277777778
348;2019;09;06;38292.666666666664;38423.26388888889;38565.291666666664;38742.36111111111
409;2019;09;07;37062.666666666664;37115.13888888889;37872.73611111111;37697.555555555555
470;2019;09;08;36497.61111111111;36671.01388888889;37398.77777777778;37402.291666666664
531;2019;09;09;38163.13888888889;38283.305555555555;38472.38888888889;38606.208333333336
592;2019;09;10;38176.680555555555;38335.194444444445;38590.930555555555;38776.51388888889
653;2019;09;11;38257.194444444445;38415.875;38650.791666666664;38848.09722222222
714;2019;09;12;38412.430555555555;38570.569444444445;38890.194444444445;39118.055555555555
775;2019;09;13;38408.26388888889;38557.22222222222;39094.708333333336;39195.98611111111
836;2019;09;14;37283.555555555555;37450.63888888889;38381.40277777778;38427.65277777778
897;2019;09;15;36998.805555555555;37126.208333333336;37915.583333333336;37894.38888888889
958;2019;09;16;38871.13888888889;39016.180555555555;39438.319444444445;39549.208333333336
1019;2019;09;17;38975.291666666664;39136.819444444445;39495.694444444445;39593.430555555555
1080;2019;09;18;39118.819444444445;39248.069444444445;39532.15277777778;39675.76388888889
1141;2019;09;19;39502.569444444445;39573.26388888889;39826.958333333336;39853.22222222222
1202;2019;09;20;39844.63888888889;39946.02777777778;40287.61111111111;40278.77777777778
1263;2019;09;21;39138.180555555555;39181.583333333336;40029.76388888889;39833.125
1324;2019;09;22;39189.90277777778;39241.541666666664;40115.63888888889;39926.26388888889
1385;2019;09;23;41479.09722222222;41551.875;41870.319444444445;41749.375
1446;2019;09;24;41680.680555555555;41909.194444444445;41926.09722222222;42082.48611111111
1507;2019;09;25;41803.52777777778;41981.98611111111;42028.375;42113.180555555555
1568;2019;09;26;41709.055555555555;41915.569444444445;41907.59722222222;42106.694444444445
1629;2019;09;27;41746.444444444445;41894.055555555555;42018.0;42130.36111111111
1690;2019;09;28;40373.944444444445;40533.01388888889;40945.59722222222;40939.51388888889
1747;2019;09;29;39873.73611111111;40045.52777777778;40638.180555555555;40816.055555555555
1802;2019;09;30;41446.805555555555;41662.958333333336;41836.416666666664;42062.458333333336
48;2019;10;01;41124.13888888889;41328.77777777778;41455.541666666664;41577.51388888889
109;2019;10;02;41111.34722222222;41240.458333333336;41713.34722222222;41814.625
170;2019;10;03;40829.88888888889;40977.48611111111;41419.875;41499.458333333336
231;2019;10;04;40934.041666666664;41057.01388888889;41628.180555555555;41692.555555555555
292;2019;10;05;39811.26388888889;40010.125;40720.77777777778;40788.26388888889
353;2019;10;06;39427.15277777778;39584.194444444445;40637.416666666664;40618.583333333336
414;2019;10;07;41463.02777777778;41661.694444444445;42167.76388888889;42272.88888888889
475;2019;10;08;41672.75;41874.083333333336;42312.88888888889;42463.0
536;2019;10;09;41980.041666666664;42137.5;42585.36111111111;42769.97222222222
597;2019;10;10;42109.625;42238.52777777778;42743.23611111111;42919.291666666664
658;2019;10;11;41980.75;42142.38888888889;42757.61111111111;42868.38888888889
719;2019;10;12;40704.5;40795.791666666664;42097.48611111111;41941.944444444445
780;2019;10;13;40106.625;40256.430555555555;41401.22222222222;41401.375
841;2019;10;14;41480.180555555555;41704.819444444445;42281.791666666664;42552.72222222222
902;2019;10;15;41689.73611111111;41854.041666666664;42479.25;42639.61111111111
963;2019;10;16;41893.75;42049.041666666664;42617.98611111111;42830.27777777778
1024;2019;10;17;41974.02777777778;42076.38888888889;42361.61111111111;42543.430555555555
1085;2019;10;18;42119.26388888889;42217.48611111111;42584.916666666664;42654.0
